CustomerID,Probability of Churning
2929-QNSRW,0.243
7203-OYKCT,0.243
2172-EJXVF,0.243
0917-EZOLA,0.243
0064-YIJGF,0.243
0237-YFUTL,0.243
5131-PONJI,0.243
8591-NXRCV,0.242
9374-YOLBJ,0.242
9139-WQQDY,0.242
2957-JIRMN,0.242
3413-CSSTH,0.242
0537-QYZZN,0.242
3058-HJCUY,0.242
0265-PSUAE,0.242
8706-HRADD,0.242
9629-NHXFW,0.242
9700-ISPUP,0.242
4524-QCSSM,0.241
3645-DEYGF,0.241
0487-RPVUM,0.241
2806-MLNTI,0.241
2108-GLPQB,0.241
1322-AGOQM,0.241
6345-ULYRW,0.241
2886-KEFUM,0.241
0774-IFUVM,0.241
6362-QHAFM,0.24
7905-NJMXS,0.24
8992-VONJD,0.24
8731-WBBMB,0.24
5447-WZAFP,0.24
3787-TRIAL,0.24
4012-ZTHBR,0.24
2436-QBZFP,0.24
9254-RBFON,0.24
2325-WINES,0.24
4660-IRIBM,0.24
0733-VUNUW,0.24
6946-LMSQS,0.24
3638-DIMPH,0.239
4450-MDZFX,0.239
0701-RFGFI,0.239
4291-HPAXL,0.239
2533-TIBIX,0.239
6849-WLEYG,0.239
2460-FPSYH,0.239
1125-SNVCK,0.239
0520-FDVVT,0.239
5590-ZSKRV,0.239
3863-IUBJR,0.238
8108-UXRQN,0.238
3313-QKNKB,0.238
4081-DYXAV,0.238
1899-VXWXM,0.238
9496-IVVRP,0.238
3524-WQDSG,0.237
2277-BKJKN,0.237
2812-SFXMJ,0.237
0842-IWYCP,0.237
8679-LZBMD,0.237
0943-ZQPXH,0.237
1357-BIJKI,0.237
9069-LGEUL,0.237
0326-VDYXE,0.237
8563-IIOXK,0.237
9342-VNIMQ,0.237
3086-RUCRN,0.236
3070-BDOQC,0.236
3179-GBRWV,0.236
0956-ACVZC,0.236
3466-BYAVD,0.236
3685-YLCMQ,0.236
2208-NQBCT,0.236
5198-EFNBM,0.235
6791-YBNAK,0.235
2480-EJWYP,0.235
8263-OKETD,0.235
8623-ULFNQ,0.235
7241-AJHFS,0.235
4760-XOHVN,0.235
3896-RCYYE,0.235
2239-JALAW,0.235
7661-CPURM,0.235
5924-IFQTT,0.235
6821-JPCDC,0.235
5730-RIITO,0.234
4791-QRGMF,0.234
1370-GGAWX,0.234
1958-RNRKS,0.234
2927-QRRQV,0.234
3511-APPBJ,0.234
3506-LCJDC,0.233
6207-WIOLX,0.233
7799-DSEWS,0.233
4832-VRBMR,0.233
7188-CBBBA,0.233
6839-ITVZJ,0.232
6728-CZFEI,0.232
9848-JQJTX,0.232
8474-UMLNT,0.232
3703-TTEPD,0.232
4765-OXPPD,0.232
6563-VNPMN,0.232
5136-RGMZO,0.231
5443-SCMKX,0.231
0523-VNGTF,0.231
5180-UCIIQ,0.231
8597-CWYHH,0.231
5343-SGUBI,0.231
7251-LJBQN,0.23
8663-UPDGF,0.23
6366-XIVKZ,0.23
2259-OUUSZ,0.23
0274-JKUJR,0.23
7683-CBDKJ,0.23
3339-EAQNV,0.23
4701-MLJPN,0.23
2889-FPWRM,0.23
9591-YVTEB,0.23
4274-DRSQT,0.23
2111-DWYHN,0.23
3428-MMGUB,0.23
4316-XCSLJ,0.23
5697-GOMBF,0.23
9962-BFPDU,0.229
8152-UOBNY,0.229
9518-RWHZL,0.229
1217-VASWC,0.229
3104-OWCGK,0.229
7124-UGSUR,0.229
3259-FDWOY,0.229
1480-IVEVR,0.229
9971-ZWPBF,0.228
5671-UUNXD,0.228
0927-CNGRH,0.228
2186-QZEYA,0.228
8651-ENBZX,0.228
0384-RVBPI,0.228
7245-JMTTQ,0.228
9099-FTUHS,0.228
1666-JZPZT,0.228
3316-UWXUY,0.228
0089-IIQKO,0.227
1707-HABPF,0.227
2359-KLTEK,0.227
7854-EDSSA,0.227
2978-XXSOG,0.227
1784-EZDKJ,0.227
1360-JYXKQ,0.227
8847-GEOOQ,0.227
8205-OTCHB,0.227
1852-XEMDW,0.227
8979-CAMGB,0.227
8049-WJCLQ,0.226
9137-NOQKA,0.226
9501-UKKNL,0.226
9391-YZEJW,0.226
1410-RSCMR,0.226
1710-RCXUS,0.226
3272-VUHPV,0.226
8644-XYTSV,0.226
6942-LBFDP,0.226
7089-XXAYG,0.226
7964-YESJC,0.225
2599-CZABP,0.225
3807-XHCJH,0.225
4132-POCZS,0.225
9644-KVCNC,0.225
6322-PJJDJ,0.225
1335-HQMKX,0.225
8017-UVSZU,0.225
1423-BMPBQ,0.225
6131-FOYAS,0.225
8329-UTMVM,0.225
0678-RLHVP,0.225
4821-SJHJV,0.224
2324-EFHVG,0.224
1794-SWWKL,0.224
3679-XASPY,0.224
9033-EOXWV,0.224
0080-OROZO,0.224
3572-UOLYZ,0.224
9700-ZCLOT,0.223
1394-SUIUH,0.223
7047-FWEYA,0.223
1051-GEJLJ,0.223
7074-STDCN,0.223
7175-NTIXE,0.223
7611-YKYTC,0.223
2001-EWBQU,0.223
0440-MOGPM,0.223
3301-LSLWQ,0.223
4088-YLDSU,0.222
8267-KFGYD,0.222
5325-UWTWJ,0.222
9408-HRXRK,0.222
6773-LQTVT,0.222
2796-UUZZO,0.222
3164-YAXFY,0.222
2133-TSRRM,0.222
8659-HDIYE,0.221
0997-YTLNY,0.221
4747-LCAQL,0.221
9821-BESNZ,0.221
4456-RHSNB,0.221
2616-UUTFK,0.221
7426-WEIJX,0.221
7636-XUHWW,0.221
5060-TQUQN,0.221
5804-HYIEZ,0.221
3174-RKMOW,0.221
1091-SOZGA,0.221
6137-MFAJN,0.22
4016-BJKTZ,0.22
1768-HNVGJ,0.22
6475-VHUIZ,0.22
0708-SJDIS,0.22
3255-GRXMG,0.22
1699-HPSBG,0.22
5701-SVCWR,0.22
2379-GYFLQ,0.219
3470-BTGQO,0.219
4187-CINZD,0.219
8564-LDKFL,0.219
0233-FTHAV,0.219
2252-ISRNH,0.219
5766-XQXMQ,0.219
1142-IHLOO,0.218
2402-TAIRZ,0.218
5569-IDSEY,0.218
7789-CRUVC,0.218
9504-DSHWM,0.218
5084-OOVCJ,0.218
9063-ZGTUY,0.218
7694-VLBWQ,0.218
6158-DWPZT,0.217
3714-XPXBW,0.217
5469-CTCWN,0.217
0898-XCGTF,0.217
0096-FCPUF,0.217
3537-RYBHH,0.217
1732-FEKLD,0.217
6576-FBXOJ,0.217
5968-XQIVE,0.217
0584-BJQGZ,0.217
9115-YQHGA,0.216
3373-YZZYM,0.216
0786-IVLAW,0.216
6211-WHMYA,0.216
2623-DRYAM,0.215
7486-KSRVI,0.215
0247-SLUJI,0.215
5382-TEMLV,0.215
4926-UMJZD,0.215
4510-PYUSH,0.215
9103-CXVOK,0.215
0187-WZNAB,0.215
3863-QSTYI,0.215
4195-SMMNX,0.215
1376-HHBDV,0.215
5981-ZVXOT,0.215
5827-MWCZK,0.215
7750-EYXWZ,0.215
4002-BQWPQ,0.215
8671-KKKOS,0.215
7395-XWZOY,0.215
3523-QRQLL,0.215
4139-JPIAM,0.214
5151-HQRDG,0.214
0471-LVHGK,0.214
8809-RIHDD,0.214
5176-LDKUH,0.213
6815-ABQFQ,0.213
7036-ZZKBD,0.213
3466-WAESX,0.213
2911-UREFD,0.213
8582-KRHPJ,0.213
2908-ZTPNF,0.213
4913-EHYUI,0.213
6807-SIWJI,0.213
4710-FDUIZ,0.213
1134-YWTYF,0.213
3325-FUYCG,0.213
3982-DQLUS,0.212
9571-EDEBV,0.212
7136-RVDTZ,0.212
8999-XXGNS,0.212
2155-AMQRX,0.212
0691-IFBQW,0.212
1730-VFMWO,0.212
8905-IAZPF,0.212
7088-FBAWU,0.212
9128-CPXKI,0.212
1485-YDHMM,0.212
0665-XHDJU,0.211
3621-CHYVB,0.211
8627-ZYGSZ,0.211
4939-KYYPY,0.211
7820-ZYGNY,0.211
9974-JFBHQ,0.211
6473-ULUHT,0.211
1360-RCYRT,0.211
9391-DXGGG,0.211
3927-NLNRY,0.211
9835-ZIITK,0.211
9494-BDNNC,0.21
8930-XOTDP,0.21
4011-ARPHK,0.21
9853-JFZDU,0.21
3948-FVVRP,0.21
3059-NGMXB,0.21
1208-NBVFH,0.21
4310-KEDTB,0.21
8221-EQDGL,0.209
9249-FXSCK,0.209
8467-WYNSR,0.209
8756-RDDLT,0.209
1258-YMZNM,0.209
3221-CJMSG,0.209
9137-UIYPG,0.209
4692-NNQRU,0.209
2896-TBNBE,0.209
8865-TNMNX,0.209
1422-DGUBX,0.208
0002-ORFBO,0.208
5562-YJQGT,0.208
1074-AMIOH,0.208
7361-YPXFS,0.208
5160-UXJED,0.208
7629-WIXZF,0.208
6583-SZVGP,0.207
1304-SEGFY,0.207
6075-QMNRR,0.207
7159-NOKYQ,0.207
4119-ZYPZY,0.207
5515-IDEJJ,0.207
3733-ZEECP,0.206
0655-YDGFJ,0.206
9921-EZKBY,0.206
6727-IOTLZ,0.206
6199-IWKGC,0.206
5136-KCKGI,0.206
8548-AWOFC,0.206
6476-YHMGA,0.206
9040-KZVWO,0.205
3417-TSCIC,0.205
6873-UDNLD,0.205
4194-WHFCB,0.205
1702-CCFNJ,0.205
6900-RBKER,0.205
4986-MXSFP,0.205
3162-ZJZFU,0.205
7148-XZPHA,0.205
0621-JFHOL,0.204
0953-LGOVU,0.204
5360-LJCNJ,0.204
4495-LHSSK,0.204
2202-OUTMO,0.204
5298-GSTLM,0.204
0486-HECZI,0.204
9825-YCXWZ,0.204
5240-CAOYT,0.204
4710-NKCAW,0.204
9762-YAQAA,0.204
8421-WZOOW,0.204
3402-XRIUO,0.203
3763-GCZHZ,0.203
6035-BXTTY,0.203
7402-PWYJJ,0.203
5193-QLVZB,0.203
7459-IMVYU,0.203
4908-XAXAY,0.203
0289-IVARM,0.203
8851-RAGOV,0.203
4753-PADAS,0.203
1925-LFCZZ,0.202
9798-DRYDS,0.202
2338-BQEZT,0.202
7776-QGYJC,0.202
0939-EREMR,0.202
9402-CXWPL,0.202
9518-IMLHK,0.202
5478-JJVZK,0.202
5268-DSMNQ,0.202
3092-IGHWF,0.202
4431-EDMIQ,0.202
6797-UCJHZ,0.202
4429-WYGFR,0.201
8715-KKTFG,0.201
0699-NDKJM,0.201
3038-PQIUY,0.201
6777-TGHTM,0.201
1095-WGNGG,0.201
9445-ZUEQE,0.201
5339-TJFEK,0.2
5067-XJQFU,0.2
6865-JZNKO,0.2
4250-ZBWLV,0.2
4923-ADWXJ,0.2
5716-LIBJC,0.2
3413-DHLPB,0.199
6097-EQISJ,0.199
7854-EKTJL,0.199
3097-IDVPU,0.199
6008-NAIXK,0.199
7740-BTPUX,0.199
3756-VNWDH,0.198
4083-BFNYK,0.198
6447-GORXK,0.198
0549-CYCQN,0.198
7025-IWFHT,0.198
5985-BEHZK,0.198
0853-NWIFK,0.198
7105-MXJLL,0.198
0188-GWFLE,0.198
0871-OPBXW,0.198
0820-FNRNX,0.198
8224-IVVPA,0.197
8498-XXGWA,0.197
3230-WYKIR,0.197
3347-YJZZE,0.197
5353-WILCI,0.197
3190-XFANI,0.197
2851-MMUTZ,0.197
6726-WEXXK,0.196
3160-TYXLT,0.196
4390-KYULV,0.196
2985-JUUBZ,0.195
1502-XFCVR,0.195
9039-RBEEE,0.195
8627-EHGIP,0.195
7103-IPXPJ,0.195
1984-FCOWB,0.195
5619-PTMIK,0.195
2000-MPKCA,0.195
0691-NIKRI,0.195
6425-YQLLO,0.195
1116-DXXDF,0.195
3870-MQAMG,0.195
1530-ZTDOZ,0.195
4366-CTOUZ,0.194
0330-BGYZE,0.194
8091-TTVAX,0.194
8089-UZWLX,0.194
6769-DCQLI,0.194
0877-SDMBN,0.194
8375-KVTHK,0.194
6804-GDMOI,0.193
8652-YHIYU,0.193
0136-IFMYD,0.193
9565-JSNFM,0.193
7587-AOVVU,0.193
1097-FSPVW,0.193
2530-ENDWQ,0.193
3786-WOVKF,0.192
6035-RIIOM,0.192
9351-LZYGF,0.192
7879-CGSFV,0.192
5236-XMZJY,0.192
8945-MUQUF,0.192
9931-KGHOA,0.192
7989-VCQOH,0.192
8267-ZNYVZ,0.192
8097-VBQTZ,0.191
5092-STPKP,0.191
7470-DYNOE,0.191
0471-ARVMX,0.191
4800-CZMPC,0.191
2748-MYRVK,0.191
8107-RZLNV,0.19
2972-YDYUW,0.19
1696-MZVAU,0.19
7134-MJPDY,0.19
5066-GFJMM,0.19
5236-PERKL,0.19
4237-CLSMM,0.19
9972-NKTFD,0.19
2839-RFSQE,0.19
8033-VCZGH,0.19
0080-EMYVY,0.19
5919-VCZYM,0.19
7976-CICYS,0.19
4795-WRNVT,0.19
2937-FTHUR,0.19
2250-IVBWA,0.189
2930-UOTMB,0.189
2898-LSJGD,0.189
9107-UKCKY,0.189
9323-HGFWY,0.189
5802-ADBRC,0.189
7964-ZRKKG,0.189
3709-OIJEA,0.189
4159-NAAIX,0.189
0835-JKADZ,0.189
8350-NYMVI,0.189
3716-LRGXK,0.189
8123-QBNAZ,0.189
1409-PHXTF,0.189
3594-IVHJZ,0.188
3154-CFSZG,0.188
6184-DYUOB,0.188
6296-DDOOR,0.188
5709-LVOEQ,0.188
2019-HDCZY,0.188
0946-FKYTX,0.188
3969-JQABI,0.188
8624-GIOUT,0.188
1208-DNHLN,0.188
9309-BZGNT,0.187
6227-FBDXH,0.187
6281-FKEWS,0.187
3541-ZNUHK,0.187
7789-HKSBS,0.187
2294-SALNE,0.187
8190-ZTQFB,0.186
5897-ZYEKH,0.186
5223-UZAVK,0.186
1543-LLLFT,0.186
6368-NWMCE,0.186
6968-MHOMU,0.186
3780-DDGSE,0.186
0308-IVGOK,0.186
3606-SBKRY,0.186
6383-ZTSIW,0.186
5370-IIVVL,0.186
2640-LYMOV,0.186
0201-MIBOL,0.186
4250-WAROZ,0.186
2486-WYVVE,0.185
3007-FDPEA,0.185
4393-RYCRE,0.185
9259-PACGQ,0.185
3807-BPOMJ,0.185
7233-IOQNP,0.185
6891-JPYFF,0.185
1169-SAOCL,0.185
2801-NISEI,0.185
9039-ZVJDC,0.185
7808-DVWEP,0.184
7017-VFULY,0.184
8294-UIMBA,0.184
8849-GYOKR,0.184
4104-PVRPS,0.184
5274-XHAKY,0.184
4139-SUGLD,0.184
5756-JYOJT,0.184
1153-GNOLC,0.184
1397-XKKWR,0.184
3345-JHUEO,0.184
6689-VRRTK,0.184
2722-VOJQL,0.184
2165-VOEGB,0.183
5671-RQRLP,0.183
9972-VAFJJ,0.183
1796-JANOW,0.183
8739-QOTTN,0.183
4455-BFSPD,0.183
3424-NMNBO,0.183
5067-DGXLL,0.183
9577-WJVCQ,0.183
7691-XVTZH,0.182
5397-TUPSH,0.182
6647-ZEDXT,0.182
7108-DGVUU,0.182
8920-NAVAY,0.182
6353-BRMMA,0.182
9114-AAFQH,0.182
1698-XFZCI,0.181
9362-MWODR,0.181
2924-KHUVI,0.181
4822-LPTYJ,0.181
2001-MCUUW,0.181
1087-UDSIH,0.181
0887-WBJVH,0.181
1114-CENIM,0.181
9378-FXTIZ,0.181
5074-FBGHB,0.181
5846-QFDFI,0.181
3034-ZBEQN,0.181
8984-EYLLL,0.181
6661-EIPZC,0.181
3639-XJHKQ,0.181
5286-YHCVC,0.181
7666-WKRON,0.181
0595-ITUDF,0.18
2091-MJTFX,0.18
6968-URWQU,0.18
1449-XQEMT,0.18
0458-HEUZG,0.18
4075-WKNIU,0.18
2200-DSAAL,0.18
5013-SBUIH,0.18
3062-ICYZQ,0.18
0816-TSPHQ,0.18
5481-NTDOH,0.18
7672-VFMXZ,0.18
9356-AXGMP,0.179
2038-YSEZE,0.179
1352-VHKAJ,0.179
2995-UPRYS,0.179
0959-WHOKV,0.179
7078-NVFAM,0.179
9076-AXYIK,0.179
2560-PPCHE,0.179
5168-MQQCA,0.179
7080-TNUWP,0.179
6214-EDAKZ,0.179
4365-MSDYN,0.179
5202-IVJNU,0.179
1061-PNTHC,0.179
5447-VYTKW,0.179
6668-CNMFP,0.179
7285-KLOTR,0.179
3472-OAOOR,0.178
2303-PJYHN,0.178
0689-DSXGL,0.178
5081-NWSUP,0.178
5945-AZYHT,0.178
9845-PEEKO,0.178
0463-WZZKO,0.178
9738-QLWTP,0.178
0813-TAXXS,0.178
2419-FSORS,0.177
4683-WYDOU,0.177
0303-WMMRN,0.177
7566-DSRLQ,0.177
7055-VKGDA,0.177
6797-LNAQX,0.177
7614-QVWQL,0.176
2408-TZMJL,0.176
5440-VHLUL,0.176
2252-JHJGE,0.176
0895-LMRSF,0.176
7576-JMYWV,0.176
3128-YOVTD,0.176
1371-WEPDS,0.176
6034-ZRYCV,0.176
0292-WEGCH,0.175
8970-ANWXO,0.175
7409-JURKQ,0.175
4350-ZTLPI,0.175
6620-HVDUJ,0.175
4459-BBGHE,0.175
5448-VWNAM,0.175
3195-TQDZX,0.175
5777-KJIRB,0.175
3941-XTSKM,0.175
8150-QUDFX,0.175
2659-VXMWZ,0.175
7762-URZQH,0.175
3920-HIHMQ,0.175
5740-YHGTW,0.175
0308-GIQJT,0.175
6284-KMNUF,0.174
1395-OFUWC,0.174
8006-PYCSW,0.174
0723-VSOBE,0.174
7707-PYBBH,0.174
4043-MKDTV,0.174
6549-YMFAW,0.174
3197-NNYNB,0.174
3192-NQECA,0.174
5089-IFSDP,0.174
2731-GJRDG,0.174
0516-UXRMT,0.173
4472-VESGY,0.173
9651-GTSAQ,0.173
5090-EMGTC,0.173
4422-QVIJA,0.173
7228-PAQPD,0.173
2887-JPYLU,0.173
9412-ARGBX,0.173
0557-ASKVU,0.173
2342-CKIAO,0.172
4134-BSXLX,0.172
1684-FLBGS,0.172
9031-ZVQPT,0.172
6171-ZTVYB,0.172
6297-NOOPG,0.172
2469-DTSGX,0.172
7746-QYVCO,0.172
4418-LZMSV,0.172
5712-VBOXD,0.172
6941-KXRRV,0.172
6933-FHBZC,0.172
2294-DMMUS,0.172
9818-XQCUV,0.172
0128-MKWSG,0.172
2673-CXQEU,0.171
0409-WTMPL,0.171
2393-DIVAI,0.171
1386-ZIKUV,0.171
0137-UDEUO,0.17
3936-QQFLL,0.17
7663-ZTEGJ,0.17
0396-HUJBP,0.17
4895-TMWIR,0.17
4489-SNOJF,0.17
5898-IGSLP,0.17
1400-WIVLL,0.17
8152-VETUR,0.17
4693-VWVBO,0.17
4544-RXFMG,0.17
8769-KKTPH,0.17
5140-FOMCQ,0.169
2775-SEFEE,0.169
7016-NVRIC,0.169
8231-BSWXX,0.169
4277-UDIEF,0.169
6302-JGYRJ,0.169
6502-KUGLL,0.169
6289-CPNLD,0.169
2750-BJLSB,0.169
7516-GMHUV,0.168
2237-ZFSMY,0.168
2212-LYASK,0.168
8788-DOXSU,0.168
0931-MHTEM,0.168
8634-CILSZ,0.168
6869-FGJJC,0.168
4759-PXTAN,0.168
9360-AHGNL,0.168
2272-WUSPA,0.168
6734-CKRSM,0.168
8713-IGZSO,0.167
3694-GLTJM,0.167
9101-NTIXF,0.167
2150-UWTFY,0.167
7673-LPRNY,0.167
3584-WKTTW,0.167
0114-RSRRW,0.167
5445-PZWGX,0.167
6806-YDEUL,0.167
2065-MMKGR,0.167
1591-MQJTP,0.166
0690-SRQID,0.166
9833-TGFHX,0.166
3199-NPKCN,0.166
5285-MVEHD,0.166
5161-XEUVX,0.166
7526-IVLYU,0.166
4936-YPJNK,0.166
9101-BWFSS,0.166
7013-PSXHK,0.166
9143-CANJF,0.166
8295-FHIVV,0.166
0193-ESZXP,0.166
3858-XHYJO,0.166
6308-CQRBU,0.166
4922-CVPDX,0.166
1697-BCSHV,0.166
6386-SZZKH,0.166
2931-SVLTV,0.165
4332-MUOEZ,0.165
5144-PQCDZ,0.165
9426-SXNHE,0.165
8201-AAXCB,0.165
2284-VFLKH,0.165
8952-WCVCD,0.165
9060-HJJRW,0.165
2359-QWQUL,0.165
6728-DKUCO,0.165
4160-AMJTL,0.165
5954-BDFSG,0.165
6734-FQAJX,0.165
2450-ZKEED,0.164
5663-QBGIS,0.164
0396-UKGAI,0.164
0366-NQSHS,0.164
4742-DRORA,0.164
9114-VEPUF,0.164
5229-DTFYB,0.164
4396-KLSEH,0.164
0257-KXZGU,0.164
4785-QRJHC,0.163
0980-PVMRC,0.163
7343-EOBEU,0.163
8402-EIVQS,0.163
9036-CSKBW,0.163
6303-KFWSL,0.163
2408-PSJVE,0.163
4785-NKHCX,0.163
9831-BPFRI,0.163
5693-PIPCS,0.163
4323-OHFOW,0.163
6682-QJDGB,0.163
2533-QVMSK,0.163
8929-KSWIH,0.163
7954-MLBUN,0.163
6341-AEVKX,0.163
4118-CEVPF,0.163
5756-OZRIO,0.163
5396-IZEPB,0.163
8439-LTUGF,0.163
2794-XIMMO,0.163
5748-RNCJT,0.163
8034-RYTVV,0.162
0750-EBAIU,0.162
7299-GNVPL,0.162
7036-TYDEC,0.162
2153-MREFK,0.162
9480-BQJEI,0.162
4115-UMJFQ,0.162
6967-QIQRV,0.162
4476-OSWTN,0.162
8033-ATFAS,0.162
2410-CIYFZ,0.162
8910-ICHIU,0.162
9659-ZTWSM,0.162
8268-YDIXR,0.162
9839-ETQOE,0.162
1282-IHQAC,0.162
5966-EMAZU,0.161
1810-BOHSY,0.161
3675-YDUPJ,0.161
7134-HBPBS,0.161
3744-ZBHON,0.161
5624-RYAMH,0.161
9000-PLFUZ,0.161
9027-YFHQJ,0.161
9788-YTFGE,0.16
7632-MNYOY,0.16
3486-KHMLI,0.16
6559-ILWKJ,0.16
9986-BONCE,0.16
2792-VPPET,0.16
3999-WRNGR,0.16
6305-YLBMM,0.16
6776-TLWOI,0.16
6726-NNFWD,0.16
0103-CSITQ,0.159
0696-UKTOX,0.159
6906-MPARY,0.159
0815-MFZGM,0.159
5850-BDWCY,0.159
8166-ZZTFS,0.159
3981-QSVQI,0.159
5222-JCXZT,0.159
6568-POCUI,0.159
3090-HAWSU,0.159
1452-XRSJV,0.159
5337-IIWKZ,0.159
5386-THSLQ,0.158
6198-PNNSZ,0.158
2832-SCUCO,0.158
4385-ZKVNW,0.158
7845-URHJN,0.158
1360-XFJMR,0.158
4072-IPYLT,0.158
6371-NZYEG,0.158
2371-KFUOG,0.158
9018-PCIOK,0.157
1679-JRFBR,0.157
5327-XOKKY,0.157
2882-DDZPG,0.157
6990-YNRIO,0.157
6733-LRIZX,0.157
1755-RMCXH,0.157
7989-AWGEH,0.157
1956-YIFGE,0.157
0310-VQXAM,0.157
3259-KNMRR,0.157
2692-AQCPF,0.157
7140-ADSMJ,0.157
6598-RFFVI,0.157
4415-WNGVR,0.156
4075-JFPGR,0.156
5294-IMHHT,0.156
5678-VFNEQ,0.156
6723-WSNTY,0.156
1334-PDUKM,0.156
0031-PVLZI,0.156
2732-ISEZX,0.156
8552-OBVRU,0.156
9909-DFRJA,0.156
7619-ODSGN,0.156
7123-WQUHX,0.156
3397-AVTKU,0.156
9770-KXGQU,0.155
0268-QKIWO,0.155
8496-DMZUK,0.155
0824-VWDPO,0.155
9025-ZRPVR,0.155
6752-APNJL,0.155
5155-AZQPB,0.155
1921-KYSAY,0.155
6603-QWSPR,0.155
1855-CFULU,0.155
8785-EPNCG,0.155
4558-CGYCZ,0.155
7595-EHCDL,0.155
3806-YAZOV,0.155
5732-IKGQH,0.155
5913-INRQV,0.155
0030-FNXPP,0.155
7610-TVOPG,0.155
0297-RBCSG,0.154
3597-YASZG,0.154
2159-TURXX,0.154
8053-WWDRO,0.154
9170-GYZJC,0.154
9770-LXDBK,0.154
6333-YDVLT,0.154
9013-AQORL,0.154
5027-YOCXN,0.154
9938-ZREHM,0.154
9618-LFJRU,0.154
0380-ZCSBI,0.154
8734-FNWVH,0.154
4676-MQUEA,0.154
0536-ACXIP,0.154
6295-OSINB,0.153
8550-XSXUQ,0.153
7234-KMNRQ,0.153
8071-SBTRN,0.153
5018-LXQQG,0.153
1336-EZFZY,0.153
6838-YAUVY,0.153
0117-LFRMW,0.153
9074-KGVOX,0.153
0377-JBKKT,0.153
7541-YLXCL,0.153
6278-FEPBZ,0.152
4079-VTGLK,0.152
4717-GHADL,0.152
8317-BVKSO,0.152
6979-TNDEU,0.152
6394-HHHZM,0.152
7102-JJVTX,0.152
4389-UEFCZ,0.152
4789-KWMXN,0.152
2758-RNWXS,0.152
9906-NHHVC,0.152
2805-EDJPQ,0.152
0484-FFVBJ,0.152
7997-EASSD,0.151
9554-DFKIC,0.151
0178-CIIKR,0.151
3209-ZPKFI,0.151
0533-UCAAU,0.151
1218-VKFPE,0.151
3750-RNQKR,0.151
2308-STERM,0.151
4504-YOULA,0.151
7706-DZNKK,0.151
5195-KPUNQ,0.151
5577-OTWWW,0.151
4397-FRLTA,0.151
1347-KTTTA,0.151
6196-HBOBZ,0.15
2307-FYNNL,0.15
2558-BUOZZ,0.15
1623-NLDOT,0.15
9558-IHEZX,0.15
1428-IEDPR,0.15
1009-IRMNA,0.15
5297-MDOIR,0.15
2621-UDNLU,0.15
9134-WYRVP,0.15
1265-XTECC,0.15
1104-FEJAM,0.149
9330-VOFSZ,0.149
3729-OWRVL,0.149
7317-GGVPB,0.149
2242-MFOTG,0.149
9786-IJYDL,0.149
3642-GKTCT,0.149
9589-ABEPT,0.149
0356-OBMAC,0.149
8003-EWNDZ,0.149
5955-EPOAZ,0.149
0479-HMSWA,0.148
2851-STERV,0.148
4049-ZPALD,0.148
5345-BMKWB,0.148
0795-GMVQO,0.148
9512-PHSMG,0.148
1545-JFUML,0.148
8016-ZMGMO,0.148
8746-OQQRW,0.148
0206-TBWLC,0.148
0345-XMMUG,0.148
6999-CHVCF,0.148
5832-EXGTT,0.148
4488-PSYCG,0.148
8041-TMEID,0.148
3039-MJSLN,0.147
1492-QGCLU,0.147
0373-AIVNJ,0.147
6778-JFCMK,0.147
8079-XRJRS,0.147
8853-TZDGH,0.147
4853-RULSV,0.147
1925-GMVBW,0.147
6732-FZUGP,0.147
7856-GANIL,0.147
1696-HXOWK,0.147
7753-USQYQ,0.147
7826-VVKWT,0.147
9308-ANMVE,0.147
4829-ZLJTK,0.147
8199-ZLLSA,0.147
3327-YBAKM,0.147
5278-PNYOX,0.146
8944-AILEF,0.146
4140-WJAWW,0.146
6481-OGDOO,0.146
4353-HYOJD,0.146
6103-QCKFX,0.146
0667-NSRGI,0.146
2988-QRAJY,0.146
9364-YKUVW,0.146
0744-GKNGE,0.146
3675-EQOZA,0.146
2683-JXWQQ,0.146
7727-SHVZV,0.146
2773-OVBPK,0.146
5702-SKUOB,0.146
4039-PIMHX,0.145
1784-BXEFA,0.145
9926-PJHDQ,0.145
0285-INHLN,0.145
0607-MVMGC,0.145
5687-DKDTV,0.145
2740-JFBOK,0.145
1353-GHZOS,0.145
0303-UNCIP,0.145
9475-NNDGC,0.145
8401-EMUWF,0.145
7674-YTAFD,0.145
5795-KTGUD,0.145
7968-QUXNS,0.145
7208-PSIHR,0.145
2651-ZCBXV,0.145
7718-UPSKJ,0.145
9782-LGXMC,0.145
5018-HEKFO,0.145
5734-EJKXG,0.144
7931-PXHFC,0.144
1385-TQOZW,0.144
0076-LVEPS,0.144
4186-ZBUEW,0.144
2428-ZMCTB,0.144
6112-KTHFQ,0.144
6469-QJKZW,0.144
9367-OIUXP,0.144
7519-JTWQH,0.144
0983-TATYJ,0.143
9970-QBCDA,0.143
8777-MBMTS,0.143
6408-OTUBZ,0.143
8707-RMEZH,0.143
2791-SFVEW,0.143
8313-AFGBW,0.143
6131-JLWZM,0.143
0068-FIGTF,0.143
9586-JGQKH,0.143
3099-OONVS,0.143
1991-VOPLL,0.143
3186-AJIEK,0.143
9405-GPBBG,0.143
2091-GPPIQ,0.143
8406-LNMHF,0.143
4083-EUGRJ,0.143
2223-KAGMX,0.143
4472-LVYGI,0.143
4903-UYAVB,0.143
7531-GQHME,0.143
